Negative,conservative,@claudiaRtist,#thanksgiving #covid19fear #endthelockdown #democratsaredestroyingamerica
Neutral,conservative,@Denn,"From Great Britain today; Dental schools have been open since the beginning of this COVID scare and have not had a single person get sick. The science from Cardiff shows a mouthwash ingredient, CETYLPYRIDINIUM, shows it can reduce COVID in your mouth.  The COVID virus bacteria is so small that the masks being worn cannot stop its spread. These masks are the same as putting up a chain link fence to stop mosquitos from entering your yard. The masks are about controlling people, not protecting them. Dr. Richard Bartlett, Texas Medical Advisor. Toss the mask and buy some Scope."
Neutral,conservative,@flintbedrock,Large scientific study of mask wearing in Denmark finally comes out: Mask wearing basically doesn’t do a damn thing. “Statistically insignificant”  Scientists quoted in the article: “mask wearing is essential because we say so! SCIENCE!”
Neutral,conservative,@flintbedrock,Large scientific study of mask wearing in Denmark finally comes out: Mask wearing basically doesn’t do a damn thing. “Statistically insignificant”  Scientists quoted in the article: “mask wearing is essential because we say so! SCIENCE!”
Neutral,conservative,@flintbedrock,Large scientific study of mask wearing in Denmark finally comes out: Mask wearing basically doesn’t do a damn thing. “Statistically insignificant”  Scientists quoted in the article: “mask wearing is essential because we say so! SCIENCE!”
Neutral,conservative,@flintbedrock,Large scientific study of mask wearing in Denmark finally comes out: Mask wearing basically doesn’t do a damn thing. “Statistically insignificant”  Scientists quoted in the article: “mask wearing is essential because we say so! SCIENCE!”
Neutral,conservative,@flintbedrock,Large scientific study of mask wearing in Denmark finally comes out: Mask wearing basically doesn’t do a damn thing. “Statistically insignificant”  Scientists quoted in the article: “mask wearing is essential because we say so! SCIENCE!”
Neutral,conservative,@ACitizen,"To those people who think wearing a mask will prevent them from becoming infected with a virus: Ask yourself, would a person studying an infectious disease, especially one that is supposed to be deadly, go into a lab wearing the same kind of mask you are wearing? No? Why not? #masks #facemasks #chinavirus #coronavirus #covid19"
Neutral,conservative,@DFBHarvard,"ECHO THIS PLEASE! Denmark study just published in Annuals of Internal Medicine demonstrates NO DIFFERENCE IN COVID INFECTIONS BETWEEN MASK WEARERS & NON-MASK WEARERS! Nearly 95% of us wear masks, yet COVID-19 cases are exploding! Connect the DOTS!"
Neutral,conservative,@deplorabledosh,This is what your masks have done you stupid sheep. I told yall that the mask is the first step to the star of David. Our star of David will be an app or tattoo or paperwork saying we have been vaccinated or tested. The result will be the same...concentration camps and starving those who don't comply. KEEP WEARING THE MASKS YOU IDIOTS...THEY LITERALLY DO NOTHING TO STOP COVID.
Neutral,conservative,@ConservativeLibrarian,"Feinstein, Who Pushed For Nationwide Mask Mandate, Seen Mask-less In Public"
Neutral,conservative,@Cherokeeowl,Mask Voodoo - TRUTH!!!  Masks don’t work!  #the1776resistance2020  #masksdontwork  #gijoevets  #tn2  #co4djt  #cocass2
Neutral,liberal,@anyaaa1312,A woman miscarried her baby today from covid. She was wearing a mask but those around her chose not to. So wear a fucking mask because you're murdering babies.
Neutral,conservative,@404Lawman,"HERE COME THE MASK POLICE!!! PA gov announces new COVID rules, including wearing a mask in your house | Fox News"
Neutral,conservative,@JohnHawkins,"New study on wearing cloth face masks: protection is “statistically insignificant” | Now I can say, ""Why do you hate science"" when I note that I don't think masks do anything to protect you from the coronavirus"
Neutral,conservative,@JohnHawkins,"New study on wearing cloth face masks: protection is “statistically insignificant” | Now I can say, ""Why do you hate science"" when I note that I don't think masks do anything to protect you from the coronavirus"
Neutral,conservative,@JimScotty,"Effectiveness of Adding a Mask Recommendation to Other Public Health Measures to Prevent SARS-CoV-2 Infection in Danish Mask Wearers: A Randomized Controlled Trial: Annals of Internal Medicine: Vol 0, No 0"
Neutral,conservative,@ErikBarath,"Well, they did a massive mask study. Turns out, it decreases your chances of catching COVID by a massive .3%. : Large Danish RCT N-4900 of masking for prevention of C19 infection FAILED, rather predictably (given influenza RCTs) with a non-significant & clinically IRRELEVANT “0.3%” absolute “risk reduction”. Published in preeminent internal medicine Ann Intern Med  #COVID #NEWS"
Neutral,conservative,@ColdHardTruth,"COVID testing is being done with the specific goal of showing massive infection rates.  The only way to control the population is with fear and fear mandated restrictions. Everywhere I go, every store, gas station, grocery store, or any place people gather, I see masks. Hell, it's actually strange to see someone without one any more. Private businesses are requiring them, public places are requiring them, and cooperation among the population appears to be very high. SO, IF MASKS ARE OUR BEST DEFENSE AGAINST COVID-19, WHY ARE WE SEEING THESE MASSIVE INFECTION NUMBERS?"
Neutral,conservative,@coffeeswirls,"Do not muzzle the human while it treads.  The masks. The masks have endangered a fundamental aspect of what it means to be human. We can't behold each other's uniqueness. We have become colder, less interactive, and distant. Humans were made for fellowship and intimacy. We weren't made to be muzzled for extended periods of time. We lose the ability to see the smiles and participate together with them. We lose the ability to see the sadness and enter into comfort with it. We have been trained to treat everyone we cross paths with as sickness and disease.  ""Stay away!"" ""Come no closer!"" ""Do not even breathe in my vicinity!"" ""Children, walk away around that family! They may be sick!"" We are told that this is all an effort to ""love our neighbors."" They even employ the emotion driven tactic of, ""What would Jesus do?"" That is actually a good question. What would He do? You can keep reading at Facebook if you follow Jeff Durbin. Strange that Parler won't allow me to link to this post..."
Neutral,conservative,@Ianfelpel,"Laws are made by legislators, and made authoritative once they are signed by governors. That’s what the constitution states. During this entire crisis, when have the legislators actually written laws that people need to socially distance and wear masks — whether outside or in their own home with guests over — and had them signed by governors? Answer: NEVER. Not one time. The nonsense coming from the PA Secretary of Health today was never written by legislators, nor signed off on. It’s coming directly from führer Wolf in Harrisburg, whom last I knew has not returned to his office since March. His doors are shut, yet he CONTINUES TO BE PAID, giving edicts that have wreaked havoc for businesses and families in PA. It’s not just a mask. It’s unconstitutional, and PA residents need to know their rights, call or email their representatives now, and make their voices heard. #pennsylvania #impeachgovwolf #faithoverfear #covid19 #knowyourrights #corruption #wakeupamerica #ccpvirus"
Neutral,conservative,@JoeBidennotmyPresident,Where are the fucking masks?????
Neutral,conservative,@JimJordan,-Lockdowns -Mask police -Curfews  What about freedom?
Neutral,conservative,@JimJordan,-Lockdowns -Mask police -Curfews  What about freedom?
Neutral,conservative,@JimJordan,-Lockdowns -Mask police -Curfews  What about freedom?
Neutral,conservative,@americanshomer,South Korea to Fine People for Not Wearing Masks
Neutral,conservative,@Freekzilla,Did you know the mask you wear was made by children and was constructed on the floor?
Neutral,conservative,@Borovik,It's so stunning and brave to see libs wear masks alone in their cars
Neutral,conservative,@DiaNik1,Where can I find this mask? I want mine to say “VaChina” 😂🤣
Neutral,liberal,@0mnipresent,"Wear your masks properly motherfuckers, 1000 Americans are dying every day."
Neutral,conservative,@Alaskared,THE MASK IS OFF: Kamala Harris Endorses Communism Two Days Out From Election Day (VIDEO)
Neutral,conservative,@JimScotty,Man dressed as giant rat takes subway mask requirement to new heights
Neutral,conservative,@Boonie79,Fuck a mask and fuck the media and the left for trying to control you. Wise up America. They work for us.......
Neutral,conservative,@allbeckyb,"Since when did Govs. in our Red States like TX, LA, AR and AL start being MASK dictators?"
Neutral,conservative,@GenZConservative1,Think your mask is completely useless? Mad at your governor's Covid policies? Then order one of these to show your displeasure!
Neutral,conservative,@Alpha1957,New Danish study reveals that wearing masks don’t stop the transmission of the coronavirus – The Right Scoop
Neutral,conservative,@BuckeyeSIGI,Evil demented Cuomo doesn’t seem to fear bad COVID does he? Anyone see any masks around there?
Neutral,conservative,@americanshomer,"Photos Leak of Hypocrite Gavin Newsom's Lavish Mask-Free Birthday Dinner, As He Sets Authoritarian Orders for Your Thanksgiving"
Neutral,conservative,@Debbieddy0902,"Photos Leak of  Hypocrite Gavin  Newsom's Lavish  Mask-Free Birthday Dinner, As He Sets Authoritarian Orders for Your Thanksgiving"
Neutral,conservative,@AJCats,"Governor Newsom is allowed to have large, mask-less dinner parties but not everyone else in California?! He needs to quarantine himself from government office!"
Neutral,conservative,@Comegetum,"Gathering for me  Not for thee  💩💩💩💩💩 Photos Leak of Hypocrite Gavin Newsom's Lavish Mask-Free Birthday Dinner, As He Sets Authoritarian Orders for Your Thanksgiving"
Neutral,conservative,@FayewrayLw,People in healthcare are getting covid even with N95s on! A mask wont save you. Wash your hands. Use common sense. The government is not responsible for your health! #slipperyslopefromhere
Neutral,conservative,@DioMetalHead,LOL! ABC News just reported that masks do not inhibit oxygen intake in any way shape or form. Why would they feel the need to report that? Are they getting some heat from somewhere?
Neutral,conservative,@EglKpr2,"Looking for advice here: Can I take legal action against a person who ""Mask-Ratted"" me and caused a rukus in my doctor's waiting room..? Thank You..! I live in #BlueNevada Richard"
Neutral,conservative,@go4gin,YOUR business is closed and YOUR kids can’t go to school because we need to protect elderly mask hypocrites like Dianne Feinstein from Covid-19 – twitchy.com
Neutral,conservative,@Cnorthupku,When will the people of this country realize that the people elected into government work for us. Mandating lockdowns and masks is unconstitutional. People need to stop acting like sheep.
Neutral,conservative,@Catmandu50,How ridiculous can you get!? They want us all to be compliant. This is a test. It ain't gonna happen GOOD LUCK ENFORCING THIS: Pennsylvania Mandating People Wear Masks Inside Their HOMES
Neutral,conservative,@Colachie,We are becoming a generation of weak men! Let’s start acting like Americans and throw the BS masks in the trash (science proves they are not effective) and open this country back up!!!! 🇺🇸🇺🇸🇺🇸
Neutral,conservative,@Colachie,We are becoming a generation of weak men! Let’s start acting like Americans and throw the BS masks in the trash (science proves they are not effective) and open this country back up!!!! 🇺🇸🇺🇸🇺🇸
Neutral,conservative,@AnotherDoug,Media this day. Scare scare scare Change guidelines on mask cv19 More testing more cases lockdown imminent  No Trump concession national security  Embarrassing to world challenges our authority
Neutral,conservative,@flintbedrock,"Florida Gov. Ron DeSantis has vowed to not place the state on a second lockdown or issue a statewide mask mandate, despite many other states who have reinstated restrictions following COVID-19 surges."
Neutral,conservative,@JimLin,This is all about control. Like Dr. Fauci said we just need to follow orders. He doesn't want us to question because we might find the truth. Wearing a mask or not has nothing to do with love so stop pushing the guilt trip.
Neutral,conservative,@DiamondAndSilk,"Americans are Fed Up. Lock-downs are unconstitutional.  Businesses & livelihoods are destroyed. Our country is looking like Communist China, starting with the enslavement of mask wearing. This is not about a virus with a 99% recovery rate.  ""This is about Power and Control"""
Neutral,conservative,@AndyOgles,"TEA calls for mask mandate in schools... Hey TEA how about you spend less time extorting teachers for dues and more time helping kids, and improving outcomes.  @philvalentine   @Name Hidden   @Name Hidden   @SteveDeace"
Neutral,conservative,@DukeLibertas,"Mass hysterias are the norm in history, not the exception. They usually involve a compelled ritual. These days it's masks to prove you're part of the ""good"" crowd that fears the big bad 'ro. In Restoration England, it was publicly rejecting Catholicism."
Neutral,conservative,@Im4him4ever,A doctor (I’m ashamed I don’t remember his name) said today that wearing a mask hoping to keep coronavirus out was like putting up a chain-linked fence around your house in an attempt to keep out mosquitoes.
Neutral,conservative,@BillyBarrell,"Masks don’t work. Lockdowns don’t work. They know it. #GreatReset is designed to cause economic ruin, using #Chinavirus and Democrats.  Resistance is not futile. Do not give in. Liberty is at stake. Wake up America!!"
Neutral,conservative,@BurkholderMedia,"""Is life so dear, or peace so sweet, as to be purchased at the price of chains and slavery? Forbid it, Almighty God! I know not what course others may take, but as for me: Give me liberty, or give me death!"" (Patrick Henry) #mask #liberty #FreedomMatters"
Neutral,conservative,@DiamondAndSilk,"Can someone please tell Dr. Flip Flop Falsie that we are adults & he doesn't pay any of our bills. BTW, how does he plan on stopping something that he said can't be eradicated? Maybe it's time for him to reveal the true agenda & stop hiding behind the mask."
Neutral,conservative,@DiamondAndSilk,"Can someone please tell Dr. Flip Flop Falsie that we are adults & he doesn't pay any of our bills. BTW, how does he plan on stopping something that he said can't be eradicated? Maybe it's time for him to reveal the true agenda & stop hiding behind the mask."
Neutral,conservative,@Clinton614,"Dr. Fauci believes the virus has now gone anal, so he recommends along with your mask, goggles and rubber gloves, please insert your finger into your ass to help slow the spread while in public or driving all alone down a country road. #clinton614"
Neutral,conservative,@DiamondAndSilk,"Can someone please tell Dr. Flip Flop Falsie that we are adults & he doesn't pay any of our bills. BTW, how does he plan on stopping something that he said can't be eradicated? Maybe it's time for him to reveal the true agenda & stop hiding behind the mask."
Neutral,conservative,@JohnHCox,"Conveniently it was the TOP lobbyist and executive from the California Medical Association - the organization representing California doctors - at this EXCLUSIVE Napa Valley dinner indoors, without masks, and with multiple households...and they want us to cancel Thanksgiving? No - they have lost the moral authority."
Neutral,conservative,@AZCowboyConstitutionalist,"Biden says the “ONLY way you should be allowed to have Thanksgiving is if everyone wears masks, stays socially distanced, tests negative on the day before, and keeps it to no more than five or ten.” He says “the 2021 holidays will be this way if we DON'T listen to him.” Echo if you’re having a big good-ole -fashioned American Thanksgiving"
Neutral,conservative,@AZCowboyConstitutionalist,"Biden says the “ONLY way you should be allowed to have Thanksgiving is if everyone wears masks, stays socially distanced, tests negative on the day before, and keeps it to no more than five or ten.” He says “the 2021 holidays will be this way if we DON'T listen to him.” Echo if you’re having a big good-ole -fashioned American Thanksgiving"
Neutral,conservative,@ColdHardTruth,"Bill Gates is full of it, plain and simple. Since when does being wealthy qualify you as an expert on anything, let alone health related issues?! Bill, it's not anti-mask sentiment, it's a rejection of junk science from so-called scientists, like Fauci, whose record is being wrong much more often than he has been right."
Neutral,conservative,@cystokyd,I see a lot of posts so people say I won't follow Biden Trump is the real president it all kinds of non-conformist talk yet these are the same people that wear masks social distance and obey every tyrannical rule their governess put in place so you will forgive me if I think you're all full of s***
Neutral,conservative,@JHrusky,"Are any of you that support the masking, the lockdowns, the stay at home orders OK with these oligarchs who are commanding you and your family what to do but enjoying life for themselves? Is that a country you want to live in? Do you consider yourself 2nd class citizens who must follow a different and more draconian set of rules than these power-hungry mongrels do? Newsome in California. Pelosi in California. Pritzker in Illinois. Lightfoot in Illinois. and countless others."
Neutral,conservative,@fubar4fun,"Now is the time to remove these fear mongers. 99% survival rate. Masking and social distancing prevents anyone from building immunity. Also makes immunity to common illnesses drop and makes the Health Care system the new power and a ""necessity"" to tax all citizens to support it. See the plan? This is the axe they want to use to execute you Freedom to live and thrive in the world. Don't fear them. Resist them."
Neutral,conservative,@Danette770,"No one could EVER convince me that Joe Biden received an historical record breaking number of Presidential votes (IN AMERICA'S HISTORY!! )  Biden has promised so many firsts >> ON DAY ONE >> face masks, ushering in Islam, teaching Islam in our schools, opening the borders to millions of illegals, taking away your guns and all gun rights, re-setting the Obama pact with Iran, sending our jobs off to China & elsewhere, defunding all police, shutting down border patrol & ICE and making all current illegals automatic American citizens, destroying your healthcare, obliterating your 401K, taxing citizens to death + much more. Basically assuring that America becomes the next 3rd world sh*thole and the rich like himself get richer on the backs of Americans."
Neutral,conservative,@Catsailor6969,"COVID? The purpose of any mass weapon is for the casualties it causes, to weaken it’s perpetrator’s opposition and give the perpetrators control.  History has many examples of those who desired world domination and conquest. They had their useful tools, who spread their covert wishes of oppression and power. All of them ultimately failed! Our President has shown that even the most at risk, initial casualties, can be treated and survive. ENOUGH of the use of your tools of oppression you leftist, socialist Democrats! We the People, WILL NOT comply and submit to you any longer! No longer will we be banished to our cells, no longer will we mask, no longer will we allow you to control us. Our contract to be governed DOES NOT give you that power! Civilly and disobediently, we will NOT go quietly into the darkness! Peacefully gather with family and friends, to be thankful for all that we have. What a humble and right thing THANKFULNESS IS! NO tyrants! We DO NOT submit! Make us."
Neutral,conservative,@carpedonktum,The media lost control of the COVID narrative when they whined about lack of PPE and overwhelmed hospitals while our social media feeds were filled with doctors and nurses dancing in empty hallways and wasting protective gear to trend on Tic Toc. They have been desperately trying to get the upper hand ever since. Never forget.
Neutral,conservative,@carpedonktum,The media lost control of the COVID narrative when they whined about lack of PPE and overwhelmed hospitals while our social media feeds were filled with doctors and nurses dancing in empty hallways and wasting protective gear to trend on Tic Toc. They have been desperately trying to get the upper hand ever since. Never forget.
Neutral,conservative,@carpedonktum,The media lost control of the COVID narrative when they whined about lack of PPE and overwhelmed hospitals while our social media feeds were filled with doctors and nurses dancing in empty hallways and wasting protective gear to trend on Tic Toc. They have been desperately trying to get the upper hand ever since. Never forget.
Neutral,conservative,@carpedonktum,The media lost control of the COVID narrative when they whined about lack of PPE and overwhelmed hospitals while our social media feeds were filled with doctors and nurses dancing in empty hallways and wasting protective gear to trend on Tic Toc. They have been desperately trying to get the upper hand ever since. Never forget.
Neutral,conservative,@carpedonktum,The media lost control of the COVID narrative when they whined about lack of PPE and overwhelmed hospitals while our social media feeds were filled with doctors and nurses dancing in empty hallways and wasting protective gear to trend on Tic Toc. They have been desperately trying to get the upper hand ever since. Never forget.
Neutral,conservative,@carpedonktum,The media lost control of the COVID narrative when they whined about lack of PPE and overwhelmed hospitals while our social media feeds were filled with doctors and nurses dancing in empty hallways and wasting protective gear to trend on Tic Toc. They have been desperately trying to get the upper hand ever since. Never forget.
Neutral,conservative,@carpedonktum,The media lost control of the COVID narrative when they whined about lack of PPE and overwhelmed hospitals while our social media feeds were filled with doctors and nurses dancing in empty hallways and wasting protective gear to trend on Tic Toc. They have been desperately trying to get the upper hand ever since. Never forget.
Neutral,conservative,@JimLin,“She’s 98. And the isolation and loneliness came over her in a river of tears at my visit. Not able to see her son or daughter for 6 weeks. She wants to die. Because at 98 the waiting is too much. I offered to FaceTime her son. She cried more. She wanted a real hug. I in my PPE said enough. I too bent over into her arms she wrapped so tight around me. I broke the rule. I hugged her till she could breathe. We both had a healing. I’d do it again. Love matters most. The older folks in long term care haven’t been touched or hugged. It’s causing failure to thrive. Hugs are a necessary part of living. “ - shared from a nurse
Negative,conservative,@GrammyTammy10,Covid 19 is like eating raw cookie dough... We know the risks Now let us live our lives!
Negative,conservative,@Dw27238,"We all know the risks...!! we can't stop living in case we might get sick... if we get sick we get sick... if we die, we die...we all gonna die from something eventually... live for today..whatever happens tomorrow will happen tomorrow... GOD IS IN CONTROL...!!!! THIS IS WHAT HAVING FAITH IS ALL ABOUT...!! Would Jesus social distance from you...?? Jesus healed a leper by touching him... when its our time its our time.. take back your life and live for today...!!!"
Positive,conservative,@CandyHansard,"Once I found out vaccines used tissues from murdered babies, I stopped getting  vaccinated. I can't knowingly be part of that EVIL."
Positive,conservative,@Bigdubya,"US Could Be ""Close To Normal"" By Fall 2021 If 75% Of Americans Get Vaccinated, Dr. Fauci Says: Live Updates - Home-Tricks They can stick there vaccine up there ass."
Positive,conservative,@AlexandraSasha,"For nine months now people have been holding their tongues afraid to call out this Covid situation for what it truly is - a scam and a Trojan Horse for a Socialist Technocracy. Is it just a “conspiracy theory” if the United Nations and our political leaders are openly saying what their plans are?  They don’t want private businesses, they don’t want you to have any private property, they want to implement Universal Basic Income and other Socialist policies - and they want everyone vaccinated with the Bill Gates mRNA vaccine more than once.  How are people so passive about this? Sheep being lead to the slaughter house - and dragging all the smart people with them through their willful ignorance and cognitive dissonance."
Positive,conservative,@deplorabledosh,This is what your masks have done you stupid sheep. I told yall that the mask is the first step to the star of David. Our star of David will be an app or tattoo or paperwork saying we have been vaccinated or tested. The result will be the same...concentration camps and starving those who don't comply. KEEP WEARING THE MASKS YOU IDIOTS...THEY LITERALLY DO NOTHING TO STOP COVID.
Neutral,conservative,@Baxbeez,"Rockerfella, pandemic, vaccination and war--history repeats."
Neutral,conservative,@Carmen4Truth,Forced Vaccination Law in Denmark Abandoned After Public Protests
